LSOA,IUC,IUCd
E01021707,7,Passive and Uncommitted Users
E01021708,8,Digital Seniors
E01021709,9,Settled Offline Communities
E01021710,8,Digital Seniors
E01021711,7,Passive and Uncommitted Users
E01021713,7,Passive and Uncommitted Users
E01021714,3,e-Veterans
E01021715,6,e-Mainstream
E01021717,3,e-Veterans
E01021718,3,e-Veterans
E01021719,8,Digital Seniors
E01021720,7,Passive and Uncommitted Users
E01021721,6,e-Mainstream
E01021722,6,e-Mainstream
E01021723,9,Settled Offline Communities
E01021724,9,Settled Offline Communities
E01021725,5,e-Rational Utilitarians
E01021726,7,Passive and Uncommitted Users
E01021727,8,Digital Seniors
E01021728,5,e-Rational Utilitarians
E01021729,5,e-Rational Utilitarians
E01021730,5,e-Rational Utilitarians
E01021731,8,Digital Seniors
E01021732,9,Settled Offline Communities
E01021733,5,e-Rational Utilitarians
E01021734,9,Settled Offline Communities
E01021735,9,Settled Offline Communities
E01021736,1,e-Cultural Creators
E01021737,6,e-Mainstream
E01021738,3,e-Veterans
E01021739,3,e-Veterans
E01021740,6,e-Mainstream
E01021741,5,e-Rational Utilitarians
E01021742,6,e-Mainstream
E01021743,6,e-Mainstream
E01021744,6,e-Mainstream
E01021745,3,e-Veterans
E01021746,3,e-Veterans
E01021747,5,e-Rational Utilitarians
E01021748,3,e-Veterans
E01021749,5,e-Rational Utilitarians
E01021750,3,e-Veterans
E01021751,3,e-Veterans
E01021752,3,e-Veterans
E01021753,8,Digital Seniors
E01021754,5,e-Rational Utilitarians
E01021755,5,e-Rational Utilitarians
E01021756,5,e-Rational Utilitarians
E01021757,5,e-Rational Utilitarians
E01021758,8,Digital Seniors
E01021759,6,e-Mainstream
E01021760,5,e-Rational Utilitarians
E01021761,5,e-Rational Utilitarians
E01021762,8,Digital Seniors
E01021763,5,e-Rational Utilitarians
E01021764,7,Passive and Uncommitted Users
E01021765,6,e-Mainstream
E01021766,6,e-Mainstream
E01021767,6,e-Mainstream
E01021768,5,e-Rational Utilitarians
E01021769,5,e-Rational Utilitarians
E01021770,8,Digital Seniors
E01021771,7,Passive and Uncommitted Users
E01021772,6,e-Mainstream
E01021773,6,e-Mainstream
E01021774,6,e-Mainstream
E01021775,7,Passive and Uncommitted Users
E01021776,7,Passive and Uncommitted Users
E01021777,7,Passive and Uncommitted Users
E01021778,6,e-Mainstream
E01021779,7,Passive and Uncommitted Users
E01021780,3,e-Veterans
E01021781,3,e-Veterans
E01021782,3,e-Veterans
E01021783,6,e-Mainstream
E01021784,6,e-Mainstream
E01021785,6,e-Mainstream
E01021786,6,e-Mainstream
E01021787,3,e-Veterans
E01021788,6,e-Mainstream
E01021789,3,e-Veterans
E01021790,6,e-Mainstream
E01021791,6,e-Mainstream
E01021792,5,e-Rational Utilitarians
E01021793,5,e-Rational Utilitarians
E01021794,8,Digital Seniors
E01021795,3,e-Veterans
E01021796,5,e-Rational Utilitarians
E01021797,5,e-Rational Utilitarians
E01021798,8,Digital Seniors
E01021799,8,Digital Seniors
E01021800,5,e-Rational Utilitarians
E01021801,5,e-Rational Utilitarians
E01021802,8,Digital Seniors
E01021803,5,e-Rational Utilitarians
E01021804,5,e-Rational Utilitarians
E01021805,5,e-Rational Utilitarians
E01021806,8,Digital Seniors
E01021807,6,e-Mainstream
E01021808,7,Passive and Uncommitted Users
E01021809,7,Passive and Uncommitted Users
E01021810,6,e-Mainstream
E01021811,7,Passive and Uncommitted Users
E01021812,9,Settled Offline Communities
E01021813,8,Digital Seniors
E01021814,7,Passive and Uncommitted Users
E01021815,7,Passive and Uncommitted Users
E01021816,10,e-Withdrawn
E01021817,6,e-Mainstream
E01021818,6,e-Mainstream
E01021819,7,Passive and Uncommitted Users
E01021820,7,Passive and Uncommitted Users
E01021821,7,Passive and Uncommitted Users
E01021822,7,Passive and Uncommitted Users
E01021823,7,Passive and Uncommitted Users
E01021824,3,e-Veterans
E01021825,3,e-Veterans
E01021826,3,e-Veterans
E01021827,6,e-Mainstream
E01021828,3,e-Veterans
E01021829,7,Passive and Uncommitted Users
E01021830,8,Digital Seniors
E01021831,7,Passive and Uncommitted Users
E01021832,6,e-Mainstream
E01021833,7,Passive and Uncommitted Users
E01021834,7,Passive and Uncommitted Users
E01021835,7,Passive and Uncommitted Users
E01021836,7,Passive and Uncommitted Users
E01021837,7,Passive and Uncommitted Users
E01021838,7,Passive and Uncommitted Users
E01021839,6,e-Mainstream
E01021840,7,Passive and Uncommitted Users
E01021841,6,e-Mainstream
E01021842,7,Passive and Uncommitted Users
E01021843,6,e-Mainstream
E01021844,7,Passive and Uncommitted Users
E01021845,7,Passive and Uncommitted Users
E01021846,7,Passive and Uncommitted Users
E01021847,7,Passive and Uncommitted Users
E01021848,7,Passive and Uncommitted Users
E01021849,7,Passive and Uncommitted Users
E01021850,7,Passive and Uncommitted Users
E01021851,7,Passive and Uncommitted Users
E01021852,7,Passive and Uncommitted Users
E01021853,7,Passive and Uncommitted Users
E01021854,6,e-Mainstream
E01021855,6,e-Mainstream
E01021856,6,e-Mainstream
E01021857,6,e-Mainstream
E01021858,7,Passive and Uncommitted Users
E01021859,7,Passive and Uncommitted Users
E01021860,7,Passive and Uncommitted Users
E01021861,7,Passive and Uncommitted Users
E01021862,7,Passive and Uncommitted Users
E01021863,6,e-Mainstream
E01021864,6,e-Mainstream
E01021865,6,e-Mainstream
E01021866,6,e-Mainstream
E01021867,6,e-Mainstream
E01021868,7,Passive and Uncommitted Users
E01021869,7,Passive and Uncommitted Users
E01021870,7,Passive and Uncommitted Users
E01021871,7,Passive and Uncommitted Users
E01021872,7,Passive and Uncommitted Users
E01021873,5,e-Rational Utilitarians
E01021874,5,e-Rational Utilitarians
E01021875,9,Settled Offline Communities
E01021878,9,Settled Offline Communities
E01021879,8,Digital Seniors
E01021880,9,Settled Offline Communities
E01021881,8,Digital Seniors
E01021882,5,e-Rational Utilitarians
E01021883,5,e-Rational Utilitarians
E01021884,5,e-Rational Utilitarians
E01021885,5,e-Rational Utilitarians
E01021886,5,e-Rational Utilitarians
E01021887,3,e-Veterans
E01021888,7,Passive and Uncommitted Users
E01021889,7,Passive and Uncommitted Users
E01021890,8,Digital Seniors
E01021891,9,Settled Offline Communities
E01021892,7,Passive and Uncommitted Users
E01021893,5,e-Rational Utilitarians
E01021894,8,Digital Seniors
E01021895,8,Digital Seniors
E01021896,5,e-Rational Utilitarians
E01021897,5,e-Rational Utilitarians
E01021898,9,Settled Offline Communities
E01021899,5,e-Rational Utilitarians
E01021900,5,e-Rational Utilitarians
E01021901,5,e-Rational Utilitarians
E01021902,5,e-Rational Utilitarians
E01021903,5,e-Rational Utilitarians
E01021904,5,e-Rational Utilitarians
E01021905,8,Digital Seniors
E01021906,8,Digital Seniors
E01021907,5,e-Rational Utilitarians
E01021908,5,e-Rational Utilitarians
E01021909,5,e-Rational Utilitarians
E01021910,5,e-Rational Utilitarians
E01021911,5,e-Rational Utilitarians
E01021912,5,e-Rational Utilitarians
E01021913,5,e-Rational Utilitarians
E01021914,5,e-Rational Utilitarians
E01021915,5,e-Rational Utilitarians
E01021916,5,e-Rational Utilitarians
E01021917,5,e-Rational Utilitarians
E01021918,3,e-Veterans
E01021919,8,Digital Seniors
E01021920,3,e-Veterans
E01021921,6,e-Mainstream
E01021922,7,Passive and Uncommitted Users
E01021923,5,e-Rational Utilitarians
E01021924,5,e-Rational Utilitarians
E01021925,6,e-Mainstream
E01021926,6,e-Mainstream
E01021927,5,e-Rational Utilitarians
E01021928,8,Digital Seniors
E01021929,3,e-Veterans
E01021930,6,e-Mainstream
E01021931,9,Settled Offline Communities
E01021932,8,Digital Seniors
E01021933,5,e-Rational Utilitarians
E01021934,5,e-Rational Utilitarians
E01021935,5,e-Rational Utilitarians
E01021936,8,Digital Seniors
E01021937,5,e-Rational Utilitarians
E01021938,9,Settled Offline Communities
E01021939,5,e-Rational Utilitarians
E01021940,5,e-Rational Utilitarians
E01021941,5,e-Rational Utilitarians
E01021942,10,e-Withdrawn
E01021943,5,e-Rational Utilitarians
E01021944,5,e-Rational Utilitarians
E01021945,8,Digital Seniors
E01021946,5,e-Rational Utilitarians
E01021947,8,Digital Seniors
E01021948,5,e-Rational Utilitarians
E01021949,5,e-Rational Utilitarians
E01021950,8,Digital Seniors
E01021951,8,Digital Seniors
E01021952,8,Digital Seniors
E01021953,7,Passive and Uncommitted Users
E01021954,6,e-Mainstream
E01021955,7,Passive and Uncommitted Users
E01021956,8,Digital Seniors
E01021957,7,Passive and Uncommitted Users
E01021958,3,e-Veterans
E01021959,6,e-Mainstream
E01021960,8,Digital Seniors
E01021961,8,Digital Seniors
E01021962,8,Digital Seniors
E01021963,5,e-Rational Utilitarians
E01021964,8,Digital Seniors
E01021965,8,Digital Seniors
E01021966,9,Settled Offline Communities
E01021967,8,Digital Seniors
E01021968,7,Passive and Uncommitted Users
E01021969,7,Passive and Uncommitted Users
E01021970,10,e-Withdrawn
E01021971,5,e-Rational Utilitarians
E01021972,5,e-Rational Utilitarians
E01021973,5,e-Rational Utilitarians
E01021974,5,e-Rational Utilitarians
E01021975,7,Passive and Uncommitted Users
E01021976,7,Passive and Uncommitted Users
E01021977,9,Settled Offline Communities
E01021978,5,e-Rational Utilitarians
E01021979,7,Passive and Uncommitted Users
E01021980,9,Settled Offline Communities
E01021981,9,Settled Offline Communities
E01021982,6,e-Mainstream
E01021983,8,Digital Seniors
E01021984,10,e-Withdrawn
E01021985,9,Settled Offline Communities
E01021986,9,Settled Offline Communities
E01021987,9,Settled Offline Communities
E01021988,10,e-Withdrawn
E01021989,10,e-Withdrawn
E01021990,10,e-Withdrawn
E01021991,5,e-Rational Utilitarians
E01021992,8,Digital Seniors
E01021993,8,Digital Seniors
E01021994,10,e-Withdrawn
E01021995,9,Settled Offline Communities
E01021996,9,Settled Offline Communities
E01021997,10,e-Withdrawn
E01021998,7,Passive and Uncommitted Users
E01021999,7,Passive and Uncommitted Users
E01022000,8,Digital Seniors
E01022001,7,Passive and Uncommitted Users
E01022002,8,Digital Seniors
E01022004,9,Settled Offline Communities
E01022005,8,Digital Seniors
E01022006,10,e-Withdrawn
E01022007,7,Passive and Uncommitted Users
E01022008,10,e-Withdrawn
E01022009,9,Settled Offline Communities
E01022010,9,Settled Offline Communities
E01022011,9,Settled Offline Communities
E01022012,10,e-Withdrawn
E01022013,5,e-Rational Utilitarians
E01022014,9,Settled Offline Communities
E01022015,6,e-Mainstream
E01022016,9,Settled Offline Communities
E01022017,8,Digital Seniors
E01022018,9,Settled Offline Communities
E01022019,5,e-Rational Utilitarians
E01022020,5,e-Rational Utilitarians
E01022021,8,Digital Seniors
E01022022,8,Digital Seniors
E01022023,7,Passive and Uncommitted Users
E01022024,7,Passive and Uncommitted Users
E01022025,10,e-Withdrawn
E01022026,7,Passive and Uncommitted Users
E01022027,7,Passive and Uncommitted Users
E01022028,8,Digital Seniors
E01022030,10,e-Withdrawn
E01022031,10,e-Withdrawn
E01022032,10,e-Withdrawn
E01022033,10,e-Withdrawn
E01022034,10,e-Withdrawn
E01022035,9,Settled Offline Communities
E01022036,9,Settled Offline Communities
E01022037,10,e-Withdrawn
E01022038,7,Passive and Uncommitted Users
E01022039,7,Passive and Uncommitted Users
E01022040,10,e-Withdrawn
E01022041,10,e-Withdrawn
E01022042,10,e-Withdrawn
E01022043,7,Passive and Uncommitted Users
E01022044,10,e-Withdrawn
E01022045,10,e-Withdrawn
E01022046,9,Settled Offline Communities
E01022047,9,Settled Offline Communities
E01022048,9,Settled Offline Communities
E01022049,9,Settled Offline Communities
E01022050,9,Settled Offline Communities
E01022051,5,e-Rational Utilitarians
E01022052,8,Digital Seniors
E01022053,5,e-Rational Utilitarians
E01022054,7,Passive and Uncommitted Users
E01022055,10,e-Withdrawn
E01022056,7,Passive and Uncommitted Users
E01022057,5,e-Rational Utilitarians
E01022058,5,e-Rational Utilitarians
E01022059,3,e-Veterans
E01022060,3,e-Veterans
E01022061,5,e-Rational Utilitarians
E01022062,3,e-Veterans
E01022063,5,e-Rational Utilitarians
E01022064,5,e-Rational Utilitarians
E01022067,6,e-Mainstream
E01022068,3,e-Veterans
E01022069,8,Digital Seniors
E01022070,5,e-Rational Utilitarians
E01022071,3,e-Veterans
E01022072,5,e-Rational Utilitarians
E01022073,5,e-Rational Utilitarians
E01022074,6,e-Mainstream
E01022075,3,e-Veterans
E01022076,5,e-Rational Utilitarians
E01022077,5,e-Rational Utilitarians
E01022078,8,Digital Seniors
E01022079,6,e-Mainstream
E01022080,3,e-Veterans
E01022081,8,Digital Seniors
E01022082,3,e-Veterans
E01022083,5,e-Rational Utilitarians
E01022084,5,e-Rational Utilitarians
E01022085,3,e-Veterans
E01022086,6,e-Mainstream
E01022087,3,e-Veterans
E01022088,5,e-Rational Utilitarians
E01022089,3,e-Veterans
E01022090,5,e-Rational Utilitarians
E01022091,5,e-Rational Utilitarians
E01022092,5,e-Rational Utilitarians
E01022093,8,Digital Seniors
E01022094,5,e-Rational Utilitarians
E01022095,5,e-Rational Utilitarians
E01022096,5,e-Rational Utilitarians
E01022097,3,e-Veterans
E01022098,3,e-Veterans
E01022099,3,e-Veterans
E01022100,3,e-Veterans
E01022101,2,e-Professionals
E01022102,2,e-Professionals
E01022103,3,e-Veterans
E01022104,3,e-Veterans
E01022105,5,e-Rational Utilitarians
E01022106,5,e-Rational Utilitarians
E01022107,5,e-Rational Utilitarians
E01022108,5,e-Rational Utilitarians
E01022109,5,e-Rational Utilitarians
E01022110,5,e-Rational Utilitarians
E01022111,3,e-Veterans
E01022112,3,e-Veterans
E01022113,5,e-Rational Utilitarians
E01022114,5,e-Rational Utilitarians
E01022115,3,e-Veterans
E01022116,2,e-Professionals
E01022117,2,e-Professionals
E01022118,3,e-Veterans
E01022119,2,e-Professionals
E01022120,7,Passive and Uncommitted Users
E01022121,6,e-Mainstream
E01022122,7,Passive and Uncommitted Users
E01022123,3,e-Veterans
E01022124,3,e-Veterans
E01022125,3,e-Veterans
E01022126,2,e-Professionals
E01022127,2,e-Professionals
E01022128,5,e-Rational Utilitarians
E01022129,5,e-Rational Utilitarians
E01022130,3,e-Veterans
E01022131,7,Passive and Uncommitted Users
E01022132,7,Passive and Uncommitted Users
E01022133,7,Passive and Uncommitted Users
E01022134,7,Passive and Uncommitted Users
E01022135,3,e-Veterans
E01022136,3,e-Veterans
E01022137,2,e-Professionals
E01022138,2,e-Professionals
E01022139,5,e-Rational Utilitarians
E01022140,5,e-Rational Utilitarians
E01022141,2,e-Professionals
E01022142,2,e-Professionals
E01022143,5,e-Rational Utilitarians
E01022144,8,Digital Seniors
E01022145,5,e-Rational Utilitarians
E01022146,5,e-Rational Utilitarians
E01022147,7,Passive and Uncommitted Users
E01022148,6,e-Mainstream
E01022149,6,e-Mainstream
E01022150,6,e-Mainstream
E01022151,1,e-Cultural Creators
E01022152,7,Passive and Uncommitted Users
E01022153,2,e-Professionals
E01022154,1,e-Cultural Creators
E01022155,6,e-Mainstream
E01022156,3,e-Veterans
E01022157,7,Passive and Uncommitted Users
E01022158,2,e-Professionals
E01022159,7,Passive and Uncommitted Users
E01022160,6,e-Mainstream
E01022161,6,e-Mainstream
E01022162,8,Digital Seniors
E01022163,6,e-Mainstream
E01022164,7,Passive and Uncommitted Users
E01022165,6,e-Mainstream
E01022166,6,e-Mainstream
E01022167,5,e-Rational Utilitarians
E01022168,6,e-Mainstream
E01022169,6,e-Mainstream
E01022170,3,e-Veterans
E01022171,3,e-Veterans
E01022172,9,Settled Offline Communities
E01022173,8,Digital Seniors
E01022174,5,e-Rational Utilitarians
E01022175,5,e-Rational Utilitarians
E01022176,5,e-Rational Utilitarians
E01022177,9,Settled Offline Communities
E01022178,5,e-Rational Utilitarians
E01022179,5,e-Rational Utilitarians
E01022180,8,Digital Seniors
E01022181,5,e-Rational Utilitarians
E01022182,5,e-Rational Utilitarians
E01022183,5,e-Rational Utilitarians
E01022184,5,e-Rational Utilitarians
E01022185,5,e-Rational Utilitarians
E01022186,5,e-Rational Utilitarians
E01022187,3,e-Veterans
E01022188,8,Digital Seniors
E01022189,5,e-Rational Utilitarians
E01022190,6,e-Mainstream
E01022191,3,e-Veterans
E01022192,7,Passive and Uncommitted Users
E01022193,5,e-Rational Utilitarians
E01022194,8,Digital Seniors
E01022195,4,Youthful Urban Fringe
E01022196,5,e-Rational Utilitarians
E01022197,5,e-Rational Utilitarians
E01022198,6,e-Mainstream
E01022199,6,e-Mainstream
E01022200,7,Passive and Uncommitted Users
E01022201,3,e-Veterans
E01022202,5,e-Rational Utilitarians
E01022203,5,e-Rational Utilitarians
E01022204,8,Digital Seniors
E01022205,5,e-Rational Utilitarians
E01022206,5,e-Rational Utilitarians
E01022207,5,e-Rational Utilitarians
E01022208,5,e-Rational Utilitarians
E01022209,5,e-Rational Utilitarians
E01022210,9,Settled Offline Communities
E01022211,8,Digital Seniors
E01022212,8,Digital Seniors
E01022213,5,e-Rational Utilitarians
E01022214,3,e-Veterans
E01022215,5,e-Rational Utilitarians
E01022216,5,e-Rational Utilitarians
E01022217,8,Digital Seniors
E01022218,8,Digital Seniors
E01022219,5,e-Rational Utilitarians
E01022220,5,e-Rational Utilitarians
E01022221,3,e-Veterans
E01022222,5,e-Rational Utilitarians
E01022223,5,e-Rational Utilitarians
E01022224,5,e-Rational Utilitarians
E01022225,8,Digital Seniors
E01022226,8,Digital Seniors
E01022227,5,e-Rational Utilitarians
E01022228,5,e-Rational Utilitarians
E01022229,8,Digital Seniors
E01022230,5,e-Rational Utilitarians
E01022231,8,Digital Seniors
E01022232,8,Digital Seniors
E01022233,5,e-Rational Utilitarians
E01022234,5,e-Rational Utilitarians
E01022235,5,e-Rational Utilitarians
E01022236,7,Passive and Uncommitted Users
E01022237,7,Passive and Uncommitted Users
E01022238,10,e-Withdrawn
E01022239,8,Digital Seniors
E01022240,7,Passive and Uncommitted Users
E01022241,9,Settled Offline Communities
E01022242,8,Digital Seniors
E01022243,7,Passive and Uncommitted Users
E01022244,8,Digital Seniors
E01022245,7,Passive and Uncommitted Users
E01022246,5,e-Rational Utilitarians
E01022247,3,e-Veterans
E01022248,5,e-Rational Utilitarians
E01022249,5,e-Rational Utilitarians
E01022250,8,Digital Seniors
E01022251,8,Digital Seniors
E01022252,5,e-Rational Utilitarians
E01022253,5,e-Rational Utilitarians
E01022254,7,Passive and Uncommitted Users
E01022255,5,e-Rational Utilitarians
E01022256,7,Passive and Uncommitted Users
E01022257,8,Digital Seniors
E01022258,9,Settled Offline Communities
E01022259,5,e-Rational Utilitarians
E01022260,8,Digital Seniors
E01022261,8,Digital Seniors
E01022262,8,Digital Seniors
E01022263,5,e-Rational Utilitarians
E01022264,8,Digital Seniors
E01022265,5,e-Rational Utilitarians
E01022266,5,e-Rational Utilitarians
E01022267,5,e-Rational Utilitarians
E01022268,9,Settled Offline Communities
E01022269,5,e-Rational Utilitarians
E01022270,5,e-Rational Utilitarians
E01022271,5,e-Rational Utilitarians
E01022272,9,Settled Offline Communities
E01022273,6,e-Mainstream
E01022274,3,e-Veterans
E01022275,5,e-Rational Utilitarians
E01022276,6,e-Mainstream
E01022277,6,e-Mainstream
E01022278,6,e-Mainstream
E01022279,3,e-Veterans
E01022280,3,e-Veterans
E01022281,3,e-Veterans
E01022282,3,e-Veterans
E01022283,5,e-Rational Utilitarians
E01022284,7,Passive and Uncommitted Users
E01022285,7,Passive and Uncommitted Users
E01022286,7,Passive and Uncommitted Users
E01022287,6,e-Mainstream
E01022288,7,Passive and Uncommitted Users
E01022289,10,e-Withdrawn
E01022290,7,Passive and Uncommitted Users
E01022291,7,Passive and Uncommitted Users
E01022292,7,Passive and Uncommitted Users
E01022293,4,Youthful Urban Fringe
E01022294,7,Passive and Uncommitted Users
E01022295,8,Digital Seniors
E01022296,6,e-Mainstream
E01022297,3,e-Veterans
E01022298,6,e-Mainstream
E01022299,8,Digital Seniors
E01022300,7,Passive and Uncommitted Users
E01022301,7,Passive and Uncommitted Users
E01022302,8,Digital Seniors
E01022303,8,Digital Seniors
E01022304,9,Settled Offline Communities
E01022305,8,Digital Seniors
E01022306,3,e-Veterans
E01022307,3,e-Veterans
E01022308,8,Digital Seniors
E01022309,6,e-Mainstream
E01022310,6,e-Mainstream
E01022311,7,Passive and Uncommitted Users
E01022312,3,e-Veterans
E01022313,6,e-Mainstream
E01022314,8,Digital Seniors
E01022315,6,e-Mainstream
E01022316,6,e-Mainstream
E01022317,6,e-Mainstream
E01022318,6,e-Mainstream
E01022319,10,e-Withdrawn
E01022320,7,Passive and Uncommitted Users
E01022321,6,e-Mainstream
E01022322,7,Passive and Uncommitted Users
E01022323,7,Passive and Uncommitted Users
E01022324,7,Passive and Uncommitted Users
E01022325,7,Passive and Uncommitted Users
E01022326,6,e-Mainstream
E01022327,6,e-Mainstream
E01022328,7,Passive and Uncommitted Users
E01022329,7,Passive and Uncommitted Users
E01022330,6,e-Mainstream
E01022331,6,e-Mainstream
E01022332,4,Youthful Urban Fringe
E01022333,10,e-Withdrawn
E01022334,7,Passive and Uncommitted Users
E01022335,6,e-Mainstream
E01022336,6,e-Mainstream
E01022338,3,e-Veterans
E01022339,3,e-Veterans
E01022340,3,e-Veterans
E01022341,3,e-Veterans
E01022342,3,e-Veterans
E01022343,8,Digital Seniors
E01022344,7,Passive and Uncommitted Users
E01022345,8,Digital Seniors
E01022346,7,Passive and Uncommitted Users
E01022347,4,Youthful Urban Fringe
E01022348,3,e-Veterans
E01022350,5,e-Rational Utilitarians
E01022351,8,Digital Seniors
E01022352,5,e-Rational Utilitarians
E01022353,8,Digital Seniors
E01022354,5,e-Rational Utilitarians
E01022355,6,e-Mainstream
E01022356,3,e-Veterans
E01022357,8,Digital Seniors
E01022358,7,Passive and Uncommitted Users
E01022359,5,e-Rational Utilitarians
E01022360,5,e-Rational Utilitarians
E01022361,9,Settled Offline Communities
E01022362,5,e-Rational Utilitarians
E01022363,5,e-Rational Utilitarians
E01022364,7,Passive and Uncommitted Users
E01022365,6,e-Mainstream
E01022366,3,e-Veterans
E01022367,5,e-Rational Utilitarians
E01022368,5,e-Rational Utilitarians
E01022369,3,e-Veterans
E01022370,5,e-Rational Utilitarians
E01022371,5,e-Rational Utilitarians
E01022372,5,e-Rational Utilitarians
E01022373,6,e-Mainstream
E01022374,6,e-Mainstream
E01022375,6,e-Mainstream
E01022376,5,e-Rational Utilitarians
E01022377,8,Digital Seniors
E01022378,3,e-Veterans
E01022379,6,e-Mainstream
E01022380,5,e-Rational Utilitarians
E01022381,3,e-Veterans
E01022382,5,e-Rational Utilitarians
E01022383,8,Digital Seniors
E01022384,5,e-Rational Utilitarians
E01022385,5,e-Rational Utilitarians
E01022386,5,e-Rational Utilitarians
E01022387,6,e-Mainstream
E01022388,6,e-Mainstream
E01022389,5,e-Rational Utilitarians
E01022390,5,e-Rational Utilitarians
E01022391,5,e-Rational Utilitarians
E01022392,5,e-Rational Utilitarians
E01022393,5,e-Rational Utilitarians
E01022394,3,e-Veterans
E01022395,5,e-Rational Utilitarians
E01022396,5,e-Rational Utilitarians
E01022397,5,e-Rational Utilitarians
E01022398,5,e-Rational Utilitarians
E01022399,6,e-Mainstream
E01022400,6,e-Mainstream
E01022401,8,Digital Seniors
E01022402,6,e-Mainstream
E01022403,7,Passive and Uncommitted Users
E01022404,3,e-Veterans
E01022405,9,Settled Offline Communities
E01022406,5,e-Rational Utilitarians
E01022407,5,e-Rational Utilitarians
E01022408,3,e-Veterans
E01022409,3,e-Veterans
E01022410,5,e-Rational Utilitarians
E01022411,6,e-Mainstream
E01022412,5,e-Rational Utilitarians
E01022413,5,e-Rational Utilitarians
E01022414,3,e-Veterans
E01022415,5,e-Rational Utilitarians
E01022416,8,Digital Seniors
E01022417,5,e-Rational Utilitarians
E01022418,5,e-Rational Utilitarians
E01022420,5,e-Rational Utilitarians
E01022421,7,Passive and Uncommitted Users
E01022422,3,e-Veterans
E01022423,8,Digital Seniors
E01022424,7,Passive and Uncommitted Users
E01022425,5,e-Rational Utilitarians
E01022426,8,Digital Seniors
E01022427,5,e-Rational Utilitarians
E01022428,6,e-Mainstream
E01022429,5,e-Rational Utilitarians
E01022430,5,e-Rational Utilitarians
E01022431,3,e-Veterans
E01022432,8,Digital Seniors
E01022433,5,e-Rational Utilitarians
E01022434,5,e-Rational Utilitarians
E01022435,8,Digital Seniors
E01022436,8,Digital Seniors
E01022437,5,e-Rational Utilitarians
E01022438,3,e-Veterans
E01022439,3,e-Veterans
E01022440,6,e-Mainstream
E01022441,5,e-Rational Utilitarians
E01022442,5,e-Rational Utilitarians
E01022443,5,e-Rational Utilitarians
E01022444,5,e-Rational Utilitarians
E01022445,5,e-Rational Utilitarians
E01022446,6,e-Mainstream
E01022447,3,e-Veterans
E01022448,9,Settled Offline Communities
E01022449,5,e-Rational Utilitarians
E01022450,7,Passive and Uncommitted Users
E01022451,8,Digital Seniors
E01022452,5,e-Rational Utilitarians
E01022453,5,e-Rational Utilitarians
E01022454,8,Digital Seniors
E01022455,5,e-Rational Utilitarians
E01022456,5,e-Rational Utilitarians
E01022457,7,Passive and Uncommitted Users
E01022458,10,e-Withdrawn
E01022459,6,e-Mainstream
E01022460,8,Digital Seniors
E01022461,9,Settled Offline Communities
E01022462,5,e-Rational Utilitarians
E01022463,5,e-Rational Utilitarians
E01022464,9,Settled Offline Communities
E01022465,5,e-Rational Utilitarians
E01022466,5,e-Rational Utilitarians
E01022467,5,e-Rational Utilitarians
E01022468,5,e-Rational Utilitarians
E01022469,5,e-Rational Utilitarians
E01022470,3,e-Veterans
E01022471,3,e-Veterans
E01022472,5,e-Rational Utilitarians
E01022473,5,e-Rational Utilitarians
E01022474,6,e-Mainstream
E01022475,3,e-Veterans
E01022476,3,e-Veterans
E01022477,3,e-Veterans
E01022478,7,Passive and Uncommitted Users
E01022479,7,Passive and Uncommitted Users
E01022480,6,e-Mainstream
E01022481,6,e-Mainstream
E01022482,7,Passive and Uncommitted Users
E01022484,7,Passive and Uncommitted Users
E01022485,7,Passive and Uncommitted Users
E01022486,3,e-Veterans
E01022487,7,Passive and Uncommitted Users
E01022488,5,e-Rational Utilitarians
E01022489,5,e-Rational Utilitarians
E01022490,3,e-Veterans
E01022491,3,e-Veterans
E01022492,3,e-Veterans
E01022493,3,e-Veterans
E01022494,3,e-Veterans
E01022495,3,e-Veterans
E01022496,3,e-Veterans
E01022497,3,e-Veterans
E01022498,3,e-Veterans
E01022499,3,e-Veterans
E01022500,5,e-Rational Utilitarians
E01022502,3,e-Veterans
E01022503,3,e-Veterans
E01022504,5,e-Rational Utilitarians
E01022505,6,e-Mainstream
E01022506,6,e-Mainstream
E01022507,6,e-Mainstream
E01022509,3,e-Veterans
E01022510,3,e-Veterans
E01022511,3,e-Veterans
E01022512,3,e-Veterans
E01022513,5,e-Rational Utilitarians
E01022514,5,e-Rational Utilitarians
E01022515,9,Settled Offline Communities
E01022516,8,Digital Seniors
E01022517,5,e-Rational Utilitarians
E01022518,3,e-Veterans
E01022519,5,e-Rational Utilitarians
E01022520,8,Digital Seniors
E01022521,5,e-Rational Utilitarians
E01022522,5,e-Rational Utilitarians
E01022523,7,Passive and Uncommitted Users
E01022524,7,Passive and Uncommitted Users
E01022525,6,e-Mainstream
E01022526,6,e-Mainstream
E01022527,7,Passive and Uncommitted Users
E01022528,5,e-Rational Utilitarians
E01022529,5,e-Rational Utilitarians
E01022530,5,e-Rational Utilitarians
E01022531,5,e-Rational Utilitarians
E01022532,3,e-Veterans
E01022533,5,e-Rational Utilitarians
E01022534,5,e-Rational Utilitarians
E01022535,8,Digital Seniors
E01022536,5,e-Rational Utilitarians
E01022537,5,e-Rational Utilitarians
E01022539,6,e-Mainstream
E01022540,6,e-Mainstream
E01022542,7,Passive and Uncommitted Users
