OA,NHSR
E00132662,E40000008
E00132663,E40000008
E00132664,E40000008
E00132665,E40000008
E00132666,E40000008
E00132667,E40000008
E00132668,E40000008
E00132669,E40000008
E00132670,E40000008
E00132671,E40000008
E00132672,E40000008
E00132673,E40000008
E00132674,E40000008
E00132675,E40000008
E00132676,E40000008
E00132677,E40000008
E00132678,E40000008
E00132679,E40000008
E00132680,E40000008
E00132681,E40000008
E00132682,E40000008
E00132685,E40000008
E00132686,E40000008
E00132687,E40000008
E00132688,E40000008
E00132689,E40000008
E00132690,E40000008
E00132691,E40000008
E00132692,E40000008
E00132693,E40000008
E00132694,E40000008
E00132695,E40000008
E00132696,E40000008
E00132697,E40000008
E00132698,E40000008
E00132699,E40000008
E00132700,E40000008
E00132701,E40000008
E00132702,E40000008
E00132703,E40000008
E00132704,E40000008
E00132707,E40000008
E00132708,E40000008
E00132709,E40000008
E00132710,E40000008
E00132711,E40000008
E00132712,E40000008
E00132713,E40000008
E00132714,E40000008
E00132715,E40000008
E00132716,E40000008
E00132717,E40000008
E00132718,E40000008
E00132719,E40000008
E00132720,E40000008
E00132721,E40000008
E00132722,E40000008
E00132723,E40000008
E00132724,E40000008
E00132725,E40000008
E00132726,E40000008
E00132727,E40000008
E00132728,E40000008
E00132729,E40000008
E00132730,E40000008
E00132731,E40000008
E00132732,E40000008
E00132733,E40000008
E00132734,E40000008
E00132735,E40000008
E00132736,E40000008
E00132737,E40000008
E00132738,E40000008
E00132739,E40000008
E00132740,E40000008
E00132741,E40000008
E00132742,E40000008
E00132743,E40000008
E00132744,E40000008
E00132745,E40000008
E00132746,E40000008
E00132747,E40000008
E00132748,E40000008
E00132749,E40000008
E00132750,E40000008
E00132751,E40000008
E00132752,E40000008
E00132753,E40000008
E00132754,E40000008
E00132755,E40000008
E00132756,E40000008
E00132757,E40000008
E00132759,E40000008
E00132760,E40000008
E00132761,E40000008
E00132762,E40000008
E00132763,E40000008
E00132764,E40000008
E00132765,E40000008
E00132766,E40000008
E00132767,E40000008
E00132768,E40000008
E00132769,E40000008
E00132770,E40000008
E00132771,E40000008
E00132772,E40000008
E00132773,E40000008
E00132774,E40000008
E00132775,E40000008
E00132776,E40000008
E00132777,E40000008
E00132778,E40000008
E00132779,E40000008
E00132780,E40000008
E00132781,E40000008
E00132782,E40000008
E00132783,E40000008
E00132784,E40000008
E00132785,E40000008
E00132786,E40000008
E00132787,E40000008
E00132788,E40000008
E00132789,E40000008
E00132790,E40000008
E00132791,E40000008
E00132793,E40000008
E00132794,E40000008
E00132796,E40000008
E00132797,E40000008
E00132798,E40000008
E00132799,E40000008
E00132800,E40000008
E00132801,E40000008
E00132802,E40000008
E00132803,E40000008
E00132804,E40000008
E00132805,E40000008
E00132806,E40000008
E00132807,E40000008
E00132808,E40000008
E00132809,E40000008
E00132810,E40000008
E00132811,E40000008
E00132812,E40000008
E00132813,E40000008
E00132814,E40000008
E00132815,E40000008
E00132816,E40000008
E00132817,E40000008
E00132818,E40000008
E00132819,E40000008
E00132820,E40000008
E00132821,E40000008
E00132822,E40000008
E00132823,E40000008
E00132824,E40000008
E00132825,E40000008
E00132826,E40000008
E00132827,E40000008
E00132828,E40000008
E00132829,E40000008
E00132830,E40000008
E00132831,E40000008
E00132832,E40000008
E00132833,E40000008
E00132834,E40000008
E00132835,E40000008
E00132836,E40000008
E00132837,E40000008
E00132838,E40000008
E00132839,E40000008
E00132840,E40000008
E00132841,E40000008
E00132842,E40000008
E00132843,E40000008
E00132844,E40000008
E00132845,E40000008
E00132846,E40000008
E00132847,E40000008
E00132848,E40000008
E00132849,E40000008
E00132850,E40000008
E00132851,E40000008
E00132852,E40000008
E00132853,E40000008
E00132854,E40000008
E00132855,E40000008
E00132856,E40000008
E00132857,E40000008
E00132858,E40000008
E00132859,E40000008
E00132860,E40000008
E00132861,E40000008
E00132862,E40000008
E00132863,E40000008
E00132864,E40000008
E00132865,E40000008
E00132866,E40000008
E00132867,E40000008
E00132868,E40000008
E00132869,E40000008
E00132870,E40000008
E00132871,E40000008
E00132872,E40000008
E00132873,E40000008
E00132874,E40000008
E00132875,E40000008
E00132876,E40000008
E00132877,E40000008
E00132878,E40000008
E00132879,E40000008
E00132880,E40000008
E00132881,E40000008
E00132882,E40000008
E00132883,E40000008
E00132884,E40000008
E00132885,E40000008
E00132886,E40000008
E00132887,E40000008
E00132888,E40000008
E00132889,E40000008
E00132890,E40000008
E00132891,E40000008
E00132892,E40000008
E00132893,E40000008
E00132894,E40000008
E00132895,E40000008
E00132896,E40000008
E00132897,E40000008
E00132898,E40000008
E00132899,E40000008
E00132900,E40000008
E00132901,E40000008
E00132902,E40000008
E00132903,E40000008
E00132904,E40000008
E00132905,E40000008
E00132906,E40000008
E00132907,E40000008
E00132908,E40000008
E00132909,E40000008
E00132910,E40000008
E00132911,E40000008
E00132912,E40000008
E00132913,E40000008
E00132914,E40000008
E00132915,E40000008
E00132916,E40000008
E00132917,E40000008
E00132918,E40000008
E00132919,E40000008
E00132920,E40000008
E00132921,E40000008
E00132922,E40000008
E00132923,E40000008
E00132924,E40000008
E00132925,E40000008
E00132926,E40000008
E00132927,E40000008
E00132928,E40000008
E00132929,E40000008
E00132930,E40000008
E00132931,E40000008
E00132932,E40000008
E00132933,E40000008
E00132934,E40000008
E00132935,E40000008
E00132936,E40000008
E00132937,E40000008
E00132938,E40000008
E00132939,E40000008
E00132942,E40000008
E00132943,E40000008
E00132944,E40000008
E00132945,E40000008
E00132946,E40000008
E00132947,E40000008
E00132948,E40000008
E00132949,E40000008
E00132950,E40000008
E00132952,E40000008
E00132953,E40000008
E00132954,E40000008
E00132955,E40000008
E00132956,E40000008
E00132957,E40000008
E00132958,E40000008
E00132959,E40000008
E00132960,E40000008
E00132961,E40000008
E00132962,E40000008
E00132963,E40000008
E00132964,E40000008
E00132965,E40000008
E00132966,E40000008
E00132967,E40000008
E00132968,E40000008
E00132970,E40000008
E00132971,E40000008
E00132972,E40000008
E00132973,E40000008
E00132974,E40000008
E00132975,E40000008
E00132976,E40000008
E00132977,E40000008
E00132978,E40000008
E00132979,E40000008
E00132980,E40000008
E00132981,E40000008
E00132982,E40000008
E00132983,E40000008
E00132984,E40000008
E00132985,E40000008
E00132986,E40000008
E00132987,E40000008
E00132988,E40000008
E00132989,E40000008
E00132990,E40000008
E00132991,E40000008
E00132992,E40000008
E00132993,E40000008
E00132994,E40000008
E00132995,E40000008
E00132996,E40000008
E00132997,E40000008
E00132998,E40000008
E00132999,E40000008
E00133000,E40000008
E00133002,E40000008
E00133003,E40000008
E00133004,E40000008
E00133005,E40000008
E00133006,E40000008
E00133007,E40000008
E00133008,E40000008
E00133009,E40000008
E00133010,E40000008
E00133011,E40000008
E00133012,E40000008
E00133013,E40000008
E00133014,E40000008
E00133016,E40000008
E00133018,E40000008
E00133019,E40000008
E00133020,E40000008
E00133021,E40000008
E00133022,E40000008
E00133023,E40000008
E00133024,E40000008
E00133025,E40000008
E00133026,E40000008
E00133027,E40000008
E00133028,E40000008
E00133029,E40000008
E00133030,E40000008
E00133031,E40000008
E00133032,E40000008
E00133033,E40000008
E00133034,E40000008
E00133035,E40000008
E00133036,E40000008
E00133037,E40000008
E00133038,E40000008
E00133039,E40000008
E00133040,E40000008
E00133041,E40000008
E00133042,E40000008
E00133043,E40000008
E00133044,E40000008
E00133045,E40000008
E00133046,E40000008
E00133047,E40000008
E00133048,E40000008
E00133049,E40000008
E00133050,E40000008
E00133051,E40000008
E00133052,E40000008
E00133053,E40000008
E00133054,E40000008
E00133055,E40000008
E00133056,E40000008
E00133057,E40000008
E00133058,E40000008
E00133059,E40000008
E00133060,E40000008
E00133061,E40000008
E00133062,E40000008
E00133063,E40000008
E00133064,E40000008
E00133065,E40000008
E00133066,E40000008
E00133067,E40000008
E00133068,E40000008
E00133069,E40000008
E00133070,E40000008
E00133071,E40000008
E00133072,E40000008
E00133073,E40000008
E00133074,E40000008
E00133075,E40000008
E00133076,E40000008
E00133077,E40000008
E00133078,E40000008
E00133079,E40000008
E00133080,E40000008
E00133081,E40000008
E00133082,E40000008
E00133083,E40000008
E00133084,E40000008
E00133085,E40000008
E00133086,E40000008
E00133087,E40000008
E00133088,E40000008
E00133089,E40000008
E00133090,E40000008
E00133091,E40000008
E00133092,E40000008
E00133093,E40000008
E00133094,E40000008
E00133095,E40000008
E00133096,E40000008
E00133097,E40000008
E00133098,E40000008
E00133099,E40000008
E00133100,E40000008
E00133101,E40000008
E00133102,E40000008
E00133103,E40000008
E00133104,E40000008
E00133105,E40000008
E00133106,E40000008
E00133107,E40000008
E00133108,E40000008
E00133109,E40000008
E00133110,E40000008
E00133111,E40000008
E00133112,E40000008
E00133113,E40000008
E00133114,E40000008
E00133115,E40000008
E00133116,E40000008
E00133117,E40000008
E00133118,E40000008
E00133119,E40000008
E00133120,E40000008
E00133121,E40000008
E00133122,E40000008
E00133123,E40000008
E00133124,E40000008
E00133126,E40000008
E00133127,E40000008
E00133128,E40000008
E00133129,E40000008
E00133130,E40000008
E00133131,E40000008
E00133132,E40000008
E00133133,E40000008
E00133134,E40000008
E00133135,E40000008
E00133136,E40000008
E00133137,E40000008
E00133138,E40000008
E00133139,E40000008
E00133140,E40000008
E00133141,E40000008
E00133142,E40000008
E00133143,E40000008
E00133144,E40000008
E00133145,E40000008
E00133146,E40000008
E00133147,E40000008
E00133148,E40000008
E00133149,E40000008
E00133150,E40000008
E00133151,E40000008
E00133152,E40000008
E00133153,E40000008
E00133154,E40000008
E00133155,E40000008
E00133156,E40000008
E00133157,E40000008
E00133158,E40000008
E00133159,E40000008
E00133160,E40000008
E00133161,E40000008
E00133162,E40000008
E00133163,E40000008
E00133164,E40000008
E00133165,E40000008
E00133166,E40000008
E00133167,E40000008
E00133168,E40000008
E00133169,E40000008
E00133170,E40000008
E00133171,E40000008
E00133172,E40000008
E00133173,E40000008
E00133174,E40000008
E00133175,E40000008
E00133176,E40000008
E00133177,E40000008
E00133178,E40000008
E00133179,E40000008
E00133180,E40000008
E00133181,E40000008
E00133182,E40000008
E00133183,E40000008
E00133184,E40000008
E00133185,E40000008
E00133186,E40000008
E00133187,E40000008
E00133188,E40000008
E00133189,E40000008
E00133190,E40000008
E00133191,E40000008
E00133192,E40000008
E00133193,E40000008
E00133194,E40000008
E00133195,E40000008
E00133196,E40000008
E00133197,E40000008
E00133198,E40000008
E00133199,E40000008
E00133200,E40000008
E00133201,E40000008
E00133202,E40000008
E00133203,E40000008
E00133204,E40000008
E00133205,E40000008
E00133206,E40000008
E00133207,E40000008
E00133208,E40000008
E00133209,E40000008
E00133210,E40000008
E00133211,E40000008
E00133212,E40000008
E00133213,E40000008
E00133214,E40000008
E00133215,E40000008
E00133216,E40000008
E00133217,E40000008
E00133218,E40000008
E00133219,E40000008
E00133220,E40000008
E00133223,E40000008
E00133224,E40000008
E00133225,E40000008
E00133226,E40000008
E00133227,E40000008
E00133228,E40000008
E00133229,E40000008
E00133230,E40000008
E00133231,E40000008
E00133232,E40000008
E00133235,E40000008
E00133236,E40000008
E00133237,E40000008
E00133238,E40000008
E00133239,E40000008
E00133240,E40000008
E00133241,E40000008
E00133242,E40000008
E00133243,E40000008
E00133244,E40000008
E00133245,E40000008
E00133246,E40000008
E00133247,E40000008
E00133248,E40000008
E00133249,E40000008
E00133250,E40000008
E00133251,E40000008
E00133252,E40000008
E00133253,E40000008
E00133254,E40000008
E00133255,E40000008
E00133256,E40000008
E00133258,E40000008
E00133259,E40000008
E00133260,E40000008
E00133261,E40000008
E00133262,E40000008
E00133263,E40000008
E00133264,E40000008
E00133265,E40000008
E00133266,E40000008
E00133267,E40000008
E00133268,E40000008
E00133269,E40000008
E00133270,E40000008
E00133271,E40000008
E00133272,E40000008
E00133273,E40000008
E00133274,E40000008
E00133275,E40000008
E00133276,E40000008
E00133277,E40000008
E00133278,E40000008
E00133279,E40000008
E00133280,E40000008
E00133281,E40000008
E00133282,E40000008
E00133283,E40000008
E00133284,E40000008
E00133285,E40000008
E00133286,E40000008
E00133287,E40000008
E00133288,E40000008
E00133289,E40000008
E00133290,E40000008
E00133291,E40000008
E00133292,E40000008
E00133293,E40000008
E00133294,E40000008
E00133295,E40000008
E00133296,E40000008
E00133297,E40000008
E00133298,E40000008
E00133299,E40000008
E00133300,E40000008
E00133301,E40000008
E00133302,E40000008
E00133303,E40000008
E00133304,E40000008
E00133305,E40000008
E00133306,E40000008
E00133307,E40000008
E00133308,E40000008
E00133309,E40000008
E00133310,E40000008
E00133311,E40000008
E00133312,E40000008
E00133313,E40000008
E00133314,E40000008
E00133315,E40000008
E00133316,E40000008
E00133317,E40000008
E00133318,E40000008
E00133319,E40000008
E00133320,E40000008
E00133321,E40000008
E00133322,E40000008
E00133323,E40000008
E00133324,E40000008
E00133325,E40000008
E00133326,E40000008
E00133327,E40000008
E00133328,E40000008
E00133329,E40000008
E00133330,E40000008
E00133331,E40000008
E00133332,E40000008
E00133333,E40000008
E00133334,E40000008
E00133335,E40000008
E00133336,E40000008
E00133337,E40000008
E00133338,E40000008
E00133339,E40000008
E00133340,E40000008
E00133341,E40000008
E00133342,E40000008
E00133343,E40000008
E00133344,E40000008
E00133345,E40000008
E00133346,E40000008
E00133347,E40000008
E00133348,E40000008
E00133349,E40000008
E00133350,E40000008
E00133351,E40000008
E00133352,E40000008
E00133353,E40000008
E00133354,E40000008
E00133355,E40000008
E00133356,E40000008
E00133357,E40000008
E00133358,E40000008
E00133359,E40000008
E00133360,E40000008
E00133361,E40000008
E00133362,E40000008
E00133363,E40000008
E00133364,E40000008
E00133365,E40000008
E00133366,E40000008
E00133367,E40000008
E00133368,E40000008
E00133369,E40000008
E00133370,E40000008
E00133371,E40000008
E00133372,E40000008
E00133373,E40000008
E00133374,E40000008
E00133375,E40000008
E00133376,E40000008
E00133377,E40000008
E00133378,E40000008
E00133379,E40000008
E00133380,E40000008
E00133381,E40000008
E00133382,E40000008
E00133383,E40000008
E00133384,E40000008
E00133385,E40000008
E00133386,E40000008
E00133388,E40000008
E00133389,E40000008
E00133390,E40000008
E00133391,E40000008
E00133392,E40000008
E00133393,E40000008
E00133394,E40000008
E00133395,E40000008
E00133396,E40000008
E00133397,E40000008
E00133398,E40000008
E00133399,E40000008
E00133400,E40000008
E00133401,E40000008
E00133402,E40000008
E00133403,E40000008
E00133404,E40000008
E00133405,E40000008
E00133406,E40000008
E00133407,E40000008
E00133409,E40000008
E00133410,E40000008
E00133411,E40000008
E00133412,E40000008
E00133413,E40000008
E00133414,E40000008
E00133415,E40000008
E00133416,E40000008
E00133417,E40000008
E00133418,E40000008
E00133419,E40000008
E00133420,E40000008
E00133421,E40000008
E00133422,E40000008
E00133423,E40000008
E00133424,E40000008
E00133425,E40000008
E00133426,E40000008
E00133427,E40000008
E00133428,E40000008
E00133429,E40000008
E00133430,E40000008
E00133431,E40000008
E00133432,E40000008
E00133433,E40000008
E00133434,E40000008
E00133435,E40000008
E00133436,E40000008
E00133437,E40000008
E00133438,E40000008
E00133439,E40000008
E00133440,E40000008
E00133441,E40000008
E00133442,E40000008
E00133443,E40000008
E00133444,E40000008
E00133446,E40000008
E00133447,E40000008
E00133448,E40000008
E00133449,E40000008
E00133450,E40000008
E00133451,E40000008
E00133452,E40000008
E00133453,E40000008
E00133454,E40000008
E00133455,E40000008
E00133456,E40000008
E00133457,E40000008
E00133458,E40000008
E00133459,E40000008
E00133460,E40000008
E00133461,E40000008
E00133462,E40000008
E00133463,E40000008
E00133464,E40000008
E00133465,E40000008
E00133466,E40000008
E00133467,E40000008
E00133469,E40000008
E00133470,E40000008
E00133471,E40000008
E00133472,E40000008
E00133473,E40000008
E00133474,E40000008
E00133475,E40000008
E00133476,E40000008
E00133477,E40000008
E00133478,E40000008
E00133479,E40000008
E00133480,E40000008
E00133481,E40000008
E00133482,E40000008
E00133483,E40000008
E00133484,E40000008
E00133485,E40000008
E00133486,E40000008
E00133487,E40000008
E00133488,E40000008
E00133489,E40000008
E00133490,E40000008
E00133491,E40000008
E00133492,E40000008
E00133493,E40000008
E00133494,E40000008
E00133495,E40000008
E00133496,E40000008
E00133497,E40000008
E00133498,E40000008
E00133499,E40000008
E00133500,E40000008
E00133501,E40000008
E00133502,E40000008
E00133503,E40000008
E00133504,E40000008
E00133505,E40000008
E00133506,E40000008
E00133507,E40000008
E00133508,E40000008
E00133509,E40000008
E00133510,E40000008
E00133511,E40000008
E00133512,E40000008
E00133513,E40000008
E00133514,E40000008
E00133515,E40000008
E00133516,E40000008
E00133517,E40000008
E00133518,E40000008
E00133520,E40000008
E00133521,E40000008
E00133522,E40000008
E00133523,E40000008
E00133524,E40000008
E00133525,E40000008
E00133526,E40000008
E00133527,E40000008
E00133528,E40000008
E00133529,E40000008
E00133530,E40000008
E00133531,E40000008
E00133532,E40000008
E00133533,E40000008
E00133534,E40000008
E00133535,E40000008
E00133536,E40000008
E00133537,E40000008
E00133538,E40000008
E00133539,E40000008
E00133540,E40000008
E00133541,E40000008
E00133542,E40000008
E00133543,E40000008
E00133544,E40000008
E00133547,E40000008
E00133548,E40000008
E00133549,E40000008
E00133550,E40000008
E00133551,E40000008
E00133552,E40000008
E00133553,E40000008
E00133554,E40000008
E00133555,E40000008
E00133556,E40000008
E00133557,E40000008
E00133558,E40000008
E00133559,E40000008
E00133560,E40000008
E00133561,E40000008
E00133562,E40000008
E00133563,E40000008
E00133564,E40000008
E00133565,E40000008
E00133566,E40000008
E00133567,E40000008
E00133568,E40000008
E00133569,E40000008
E00133570,E40000008
E00133571,E40000008
E00133572,E40000008
E00133573,E40000008
E00133574,E40000008
E00133575,E40000008
E00133576,E40000008
E00133578,E40000008
E00133579,E40000008
E00133580,E40000008
E00133581,E40000008
E00133582,E40000008
E00133583,E40000008
E00133584,E40000008
E00133585,E40000008
E00133586,E40000008
E00133587,E40000008
E00133588,E40000008
E00133589,E40000008
E00133590,E40000008
E00133591,E40000008
E00133592,E40000008
E00133593,E40000008
E00133594,E40000008
E00133595,E40000008
E00133596,E40000008
E00133597,E40000008
E00133598,E40000008
E00133599,E40000008
E00133600,E40000008
E00133601,E40000008
E00133602,E40000008
E00133603,E40000008
E00133604,E40000008
E00133605,E40000008
E00133606,E40000008
E00133607,E40000008
E00133608,E40000008
E00133609,E40000008
E00133610,E40000008
E00133611,E40000008
E00133612,E40000008
E00133613,E40000008
E00133614,E40000008
E00133615,E40000008
E00133616,E40000008
E00133617,E40000008
E00133618,E40000008
E00133619,E40000008
E00133620,E40000008
E00133621,E40000008
E00133622,E40000008
E00133623,E40000008
E00133624,E40000008
E00133625,E40000008
E00133626,E40000008
E00133627,E40000008
E00133628,E40000008
E00133629,E40000008
E00133630,E40000008
E00133631,E40000008
E00133632,E40000008
E00133633,E40000008
E00133634,E40000008
E00133635,E40000008
E00133636,E40000008
E00133637,E40000008
E00133638,E40000008
E00133639,E40000008
E00133640,E40000008
E00133641,E40000008
E00133642,E40000008
E00133643,E40000008
E00133644,E40000008
E00133645,E40000008
E00133646,E40000008
E00133647,E40000008
E00133648,E40000008
E00133649,E40000008
E00133650,E40000008
E00133651,E40000008
E00133652,E40000008
E00133653,E40000008
E00133654,E40000008
E00133655,E40000008
E00133656,E40000008
E00133657,E40000008
E00133661,E40000008
E00133662,E40000008
E00133663,E40000008
E00133664,E40000008
E00133665,E40000008
E00133666,E40000008
E00133667,E40000008
E00133668,E40000008
E00133669,E40000008
E00133670,E40000008
E00133671,E40000008
E00133672,E40000008
E00133673,E40000008
E00133675,E40000008
E00133676,E40000008
E00133678,E40000008
E00133679,E40000008
E00133680,E40000008
E00133681,E40000008
E00133682,E40000008
E00133683,E40000008
E00133684,E40000008
E00133686,E40000008
E00133687,E40000008
E00133688,E40000008
E00133689,E40000008
E00133690,E40000008
E00133691,E40000008
E00133692,E40000008
E00133693,E40000008
E00133694,E40000008
E00133695,E40000008
E00133696,E40000008
E00133697,E40000008
E00133698,E40000008
E00133699,E40000008
E00133700,E40000008
E00133701,E40000008
E00133702,E40000008
E00133703,E40000008
E00133704,E40000008
E00133705,E40000008
E00133706,E40000008
E00133707,E40000008
E00133708,E40000008
E00133709,E40000008
E00133710,E40000008
E00133711,E40000008
E00133712,E40000008
E00133713,E40000008
E00133714,E40000008
E00133715,E40000008
E00133716,E40000008
E00133717,E40000008
E00133718,E40000008
E00133719,E40000008
E00133720,E40000008
E00133721,E40000008
E00133722,E40000008
E00133723,E40000008
E00133724,E40000008
E00133725,E40000008
E00133726,E40000008
E00133727,E40000008
E00133728,E40000008
E00133729,E40000008
E00133730,E40000008
E00133731,E40000008
E00133732,E40000008
E00133733,E40000008
E00133734,E40000008
E00133735,E40000008
E00133736,E40000008
E00133737,E40000008
E00133738,E40000008
E00133739,E40000008
E00133740,E40000008
E00133741,E40000008
E00133742,E40000008
E00133743,E40000008
E00133744,E40000008
E00133745,E40000008
E00133747,E40000008
E00133748,E40000008
E00133750,E40000008
E00133751,E40000008
E00133752,E40000008
E00133753,E40000008
E00133754,E40000008
E00133755,E40000008
E00133756,E40000008
E00133757,E40000008
E00133758,E40000008
E00133759,E40000008
E00133760,E40000008
E00133761,E40000008
E00133762,E40000008
E00133763,E40000008
E00133764,E40000008
E00133765,E40000008
E00133766,E40000008
E00133767,E40000008
E00133768,E40000008
E00133769,E40000008
E00133770,E40000008
E00133771,E40000008
E00133772,E40000008
E00133773,E40000008
E00133774,E40000008
E00133775,E40000008
E00133776,E40000008
E00133777,E40000008
E00133778,E40000008
E00133779,E40000008
E00133780,E40000008
E00133781,E40000008
E00133782,E40000008
E00133783,E40000008
E00133784,E40000008
E00133785,E40000008
E00133786,E40000008
E00133787,E40000008
E00133788,E40000008
E00133789,E40000008
E00133790,E40000008
E00133791,E40000008
E00133792,E40000008
E00133793,E40000008
E00133794,E40000008
E00133795,E40000008
E00133796,E40000008
E00133797,E40000008
E00133798,E40000008
E00133799,E40000008
E00133800,E40000008
E00133801,E40000008
E00133802,E40000008
E00133803,E40000008
E00133804,E40000008
E00133805,E40000008
E00133806,E40000008
E00133807,E40000008
E00133808,E40000008
E00133809,E40000008
E00133810,E40000008
E00133811,E40000008
E00133812,E40000008
E00133813,E40000008
E00133814,E40000008
E00133815,E40000008
E00133816,E40000008
E00133817,E40000008
E00133818,E40000008
E00133819,E40000008
E00133820,E40000008
E00133821,E40000008
E00133822,E40000008
E00133823,E40000008
E00133824,E40000008
E00133825,E40000008
E00133826,E40000008
E00133827,E40000008
E00133828,E40000008
E00133829,E40000008
E00133830,E40000008
E00133831,E40000008
E00133832,E40000008
E00133833,E40000008
E00133834,E40000008
E00133835,E40000008
E00133836,E40000008
E00133837,E40000008
E00133838,E40000008
E00133839,E40000008
E00133840,E40000008
E00133841,E40000008
E00133842,E40000008
E00133843,E40000008
E00133844,E40000008
E00133845,E40000008
E00133846,E40000008
E00133847,E40000008
E00133848,E40000008
E00133849,E40000008
E00133850,E40000008
E00133851,E40000008
E00133852,E40000008
E00133853,E40000008
E00133854,E40000008
E00133855,E40000008
E00133856,E40000008
E00133857,E40000008
E00133858,E40000008
E00133859,E40000008
E00133860,E40000008
E00133861,E40000008
E00133862,E40000008
E00133863,E40000008
E00133864,E40000008
E00133865,E40000008
E00133866,E40000008
E00133867,E40000008
E00133868,E40000008
E00133869,E40000008
E00133870,E40000008
E00133871,E40000008
E00133872,E40000008
E00133873,E40000008
E00133874,E40000008
E00133875,E40000008
E00133876,E40000008
E00133877,E40000008
E00133878,E40000008
E00133879,E40000008
E00133880,E40000008
E00133881,E40000008
E00133882,E40000008
E00133883,E40000008
E00133884,E40000008
E00133885,E40000008
E00133886,E40000008
E00133887,E40000008
E00133888,E40000008
E00133889,E40000008
E00133890,E40000008
E00133891,E40000008
E00133892,E40000008
E00133893,E40000008
E00133894,E40000008
E00133895,E40000008
E00133896,E40000008
E00133897,E40000008
E00133898,E40000008
E00133899,E40000008
E00133900,E40000008
E00133901,E40000008
E00133902,E40000008
E00133903,E40000008
E00133904,E40000008
E00133905,E40000008
E00133906,E40000008
E00133907,E40000008
E00133908,E40000008
E00133909,E40000008
E00133910,E40000008
E00133911,E40000008
E00133912,E40000008
E00133913,E40000008
E00133914,E40000008
E00133915,E40000008
E00133916,E40000008
E00133917,E40000008
E00133918,E40000008
E00133919,E40000008
E00133920,E40000008
E00133921,E40000008
E00133922,E40000008
E00133923,E40000008
E00133924,E40000008
E00133925,E40000008
E00133926,E40000008
E00133927,E40000008
E00133928,E40000008
E00133929,E40000008
E00133930,E40000008
E00133931,E40000008
E00133932,E40000008
E00133933,E40000008
E00133934,E40000008
E00133935,E40000008
E00133936,E40000008
E00133937,E40000008
E00133938,E40000008
E00133939,E40000008
E00133940,E40000008
E00133941,E40000008
E00133942,E40000008
E00133943,E40000008
E00133944,E40000008
E00133945,E40000008
E00133946,E40000008
E00133947,E40000008
E00133948,E40000008
E00133949,E40000008
E00133950,E40000008
E00133951,E40000008
E00133952,E40000008
E00133953,E40000008
E00133954,E40000008
E00133955,E40000008
E00133956,E40000008
E00133957,E40000008
E00133958,E40000008
E00133959,E40000008
E00133960,E40000008
E00133962,E40000008
E00133963,E40000008
E00133964,E40000008
E00133965,E40000008
E00133966,E40000008
E00133967,E40000008
E00133968,E40000008
E00133969,E40000008
E00133970,E40000008
E00133971,E40000008
E00133972,E40000008
E00133973,E40000008
E00133974,E40000008
E00133975,E40000008
E00133976,E40000008
E00133977,E40000008
E00133978,E40000008
E00133981,E40000008
E00133982,E40000008
E00133983,E40000008
E00133984,E40000008
E00133985,E40000008
E00133986,E40000008
E00133988,E40000008
E00133989,E40000008
E00133990,E40000008
E00133991,E40000008
E00133992,E40000008
E00133993,E40000008
E00133994,E40000008
E00133995,E40000008
E00133996,E40000008
E00133997,E40000008
E00133998,E40000008
E00133999,E40000008
E00134000,E40000008
E00134001,E40000008
E00134002,E40000008
E00134003,E40000008
E00134004,E40000008
E00134005,E40000008
E00134006,E40000008
E00134007,E40000008
E00134008,E40000008
E00134009,E40000008
E00134010,E40000008
E00134011,E40000008
E00134012,E40000008
E00134014,E40000008
E00134015,E40000008
E00134016,E40000008
E00134017,E40000008
E00134018,E40000008
E00134019,E40000008
E00134020,E40000008
E00134021,E40000008
E00134022,E40000008
E00134023,E40000008
E00134024,E40000008
E00134025,E40000008
E00134026,E40000008
E00134027,E40000008
E00134028,E40000008
E00134029,E40000008
E00134030,E40000008
E00134031,E40000008
E00134032,E40000008
E00134033,E40000008
E00134034,E40000008
E00134035,E40000008
E00134036,E40000008
E00134037,E40000008
E00134038,E40000008
E00134039,E40000008
E00134040,E40000008
E00134041,E40000008
E00134042,E40000008
E00134043,E40000008
E00134044,E40000008
E00134045,E40000008
E00134046,E40000008
E00134047,E40000008
E00134048,E40000008
E00134049,E40000008
E00134050,E40000008
E00134051,E40000008
E00134052,E40000008
E00134053,E40000008
E00134054,E40000008
E00134055,E40000008
E00134056,E40000008
E00134057,E40000008
E00134058,E40000008
E00134059,E40000008
E00134060,E40000008
E00134061,E40000008
E00134062,E40000008
E00134063,E40000008
E00134064,E40000008
E00134065,E40000008
E00134066,E40000008
E00134067,E40000008
E00134068,E40000008
E00134069,E40000008
E00134070,E40000008
E00134071,E40000008
E00134072,E40000008
E00134073,E40000008
E00134074,E40000008
E00134075,E40000008
E00134076,E40000008
E00134077,E40000008
E00134078,E40000008
E00134079,E40000008
E00134080,E40000008
E00134081,E40000008
E00134082,E40000008
E00134083,E40000008
E00134084,E40000008
E00134085,E40000008
E00134086,E40000008
E00134088,E40000008
E00134089,E40000008
E00134090,E40000008
E00134091,E40000008
E00134092,E40000008
E00134093,E40000008
E00134095,E40000008
E00134096,E40000008
E00134097,E40000008
E00134098,E40000008
E00134099,E40000008
E00134100,E40000008
E00134101,E40000008
E00134102,E40000008
E00134103,E40000008
