PCS.old,PCS
DL7,DL7 8
DL7 0,DL7 0
DL7 8,DL7 8
DL7 9,DL7 9
DL8,DL8 5
DL8 1,DL8 1
DL8 2,DL8 2
DL8 3,DL8 3
DL8 4,DL8 4
DL8 5,DL8 5
DL9,DL9 4
DL9 3,DL9 3
DL9 4,DL9 4
DL981,DL3 6
DN1,DN4 5
DN1 1,DN1 1
DN1 2,DN1 2
DN1 3,DN1 3
DN104,DN104
DN105,DN105
DN106,DN106
DN110,DN110
DN118,DN118
DN119,DN119
DN121,DN121
DN122,DN122
DN123,DN123
DN124,DN124
DN140,DN140
DN144,DN146
DN145,DN145
DN146,DN146
DN147,DN147
DN148,DN148
DN149,DN149
DN150,DN150
DN152,DN163
DN155,DN157
DN156,DN156
DN157,DN157
DN158,DN158
DN159,DN159
DN161,DN161
DN162,DN162
DN163,DN163
DN171,DN171
DN172,DN172
DN173,DN173
DN174,DN174
DN185,DN185
DN186,DN186
DN189,DN189
DN197,DN197
DN199,DN189
DN2,DN4 5
DN2 4,DN2 4
DN2 5,DN2 5
DN2 6,DN2 6
DN200,DN200
DN202,DN208
DN208,DN208
DN209,DN209
DN211,DN211
DN212,DN212
DN213,DN213
DN214,DN214
DN215,DN215
DN219,DN212
DN220,DN220
DN221,DN227
DN226,DN226
DN227,DN227
DN228,DN228
DN229,DN229
DN3,DN4 5
DN3 1,DN3 1
DN3 2,DN3 2
DN3 3,DN3 3
DN311,DN311
DN312,DN312
DN313,DN313
DN319,DN311
DN320,DN320
DN327,DN327
DN328,DN328
DN329,DN329
DN331,DN331
DN332,DN332
DN333,DN333
DN344,DN344
DN345,DN345
DN350,DN350
DN357,DN357
DN358,DN358
DN359,DN359
DN364,DN364
DN365,DN365
DN370,DN370
DN377,DN377
DN378,DN378
DN379,DN379
DN386,DN386
DN396,DN396
DN4,DN4 5
DN4 0,DN4 0
DN4 5,DN4 5
DN4 6,DN4 6
DN4 7,DN4 7
DN4 8,DN4 8
DN4 9,DN4 9
DN401,DN401
DN402,DN402
DN403,DN403
DN409,DN401
DN417,DN417
DN418,DN418
DN5,DN4 5
DN5 0,DN5 0
DN5 7,DN5 7
DN5 8,DN5 8
DN5 9,DN5 9
DN551,DN4 5
DN6,DN6 7
DN6 0,DN6 0
DN6 7,DN6 7
DN6 8,DN6 8
DN6 9,DN6 9
DN7,DN7 6
DN7 4,DN7 4
DN7 5,DN7 5
DN7 6,DN7 6
DN8,DN8 5
DN8 4,DN8 4
DN8 5,DN8 5
DN9,DN9 3
DN9 1,DN9 1
DN9 2,DN9 2
DN9 3,DN9 3
DT1,DT1 1
DT1 1,DT1 1
DT1 2,DT1 2
DT1 3,DT1 3
DT101,DT101
DT102,DT102
DT109,DT101
DT110,DT110
DT111,DT117
DT117,DT117
DT118,DT118
DT119,DT119
DT2,DT1 1
DT2 0,DT2 0
DT2 7,DT2 7
DT2 8,DT2 8
DT2 9,DT2 9
DT3,DT4 8
DT3 4,DT3 4
DT3 5,DT3 5
DT3 6,DT3 6
DT4,DT4 8
DT4 0,DT4 0
DT4 7,DT4 7
DT4 8,DT4 8
DT4 9,DT4 9
DT5,DT5 2
DT5 1,DT5 1
DT5 2,DT5 2
DT6,DT6 3
DT6 3,DT6 3
DT6 4,DT6 4
DT6 5,DT6 5
DT6 6,DT6 6
DT7,DT7 3
DT7 3,DT7 3
DT8,DT8 3
DT8 3,DT8 3
DT9,DT9 3
DT9 3,DT9 3
DT9 4,DT9 4
DT9 5,DT9 5
DT9 6,DT9 6
DY1,DY1 2
DY1 1,DY1 1
DY1 2,DY1 2
DY1 3,DY1 3
DY1 4,DY1 4
DY101,DY101
DY102,DY102
DY103,DY103
DY104,DY104
DY115,DY115
DY116,DY116
DY117,DY117
DY119,DY116
DY121,DY121
DY122,DY122
DY123,DY123
DY129,DY116
DY130,DY130
DY133,DY138
DY138,DY138
DY139,DY139
DY140,DY140
DY148,DY148
DY149,DY149
DY2,DY2 8
DY2 0,DY2 0
DY2 7,DY2 7
DY2 8,DY2 8
DY2 9,DY2 9
DY3,DY1 2
DY3 1,DY3 1
DY3 2,DY3 2
DY3 3,DY3 3
DY3 4,DY3 4
DY4,DY4 7
DY4 0,DY4 0
DY4 7,DY4 7
DY4 8,DY4 8
DY4 9,DY4 9
DY5,DY5 1
DY5 1,DY5 1
DY5 2,DY5 2
DY5 3,DY5 3
DY5 4,DY5 4
DY6,DY6 9
DY6 0,DY6 0
DY6 7,DY6 7
DY6 8,DY6 8
DY6 9,DY6 9
DY7,DY8 1
DY7 5,DY7 5
DY7 6,DY7 6
DY8,DY8 1
DY8 1,DY8 1
DY8 2,DY8 2
DY8 3,DY8 3
DY8 4,DY8 4
DY8 5,DY8 5
DY9,DY8 1
DY9 0,DY9 0
DY9 7,DY9 7
DY9 8,DY9 8
DY9 9,DY9 9
E1,E1  2
E1  0,E1  0
E1  1,E1  1
E1  2,E1  2
E1  3,E1  3
E1  4,E1  4
E1  5,E1  5
E1  6,E1  6
E1  7,E1  7
E1  8,E1  8
E10,E10 7
E10 5,E10 5
E10 6,E10 6
E10 7,E10 7
E11,E11 4
E11 1,E11 1
E11 2,E11 2
E11 3,E11 3
E11 4,E11 4
E12,E12 5
E12 5,E12 5
E12 6,E12 6
E13,E13 8
E13 0,E13 0
E13 8,E13 8
E13 9,E13 9
E14,E14 5
E14 0,E14 0
E14 2,E14 2
E14 3,E14 3
E14 4,E14 4
E14 5,E14 5
E14 6,E14 6
E14 7,E14 7
E14 8,E14 8
E14 9,E14 9
E15,E15 2
E15 1,E15 1
E15 2,E15 2
E15 3,E15 3
E15 4,E15 4
E16,E14 5
E16 1,E16 1
E16 2,E16 2
E16 3,E16 3
E16 4,E16 4
E17,E17 3
E17 3,E17 3
E17 4,E17 4
E17 5,E17 5
E17 6,E17 6
E17 7,E17 7
E17 8,E17 8
E17 9,E17 9
E18,E18 2
E18 1,E18 1
E18 2,E18 2
E1W,E1  2
E1W 1,E1W 1
E1W 2,E1W 2
E1W 3,E1W 3
E2,E2  9
E2  0,E2  0
E2  6,E2  6
E2  7,E2  7
E2  8,E2  8
E2  9,E2  9
E20,E20 1
E20 1,E20 1
E20 2,E20 2
E20 3,E20 3
E3,E3  2
E3  2,E3  2
E3  3,E3  3
E3  4,E3  4
E3  5,E3  5
E4,E4  7
E4  6,E4  6
E4  7,E4  7
E4  8,E4  8
E4  9,E4  9
E5,E5  8
E5  0,E5  0
E5  8,E5  8
E5  9,E5  9
E6,E6  6
E6  1,E6  1
E6  2,E6  2
E6  3,E6  3
E6  5,E6  5
E6  6,E6  6
E6  7,E6  7
E7,E7  9
E7  0,E7  0
E7  8,E7  8
E7  9,E7  9
E77,E1  1
E8,E2  9
E8  1,E8  1
E8  2,E8  2
E8  3,E8  3
E8  4,E8  4
E9,E2  9
E9  5,E9  5
E9  6,E9  6
E9  7,E9  7
E98,E1W 2
EC1A1,EC2A1
EC1A2,EC4M7
EC1A4,EC1A4
EC1A7,EC1A7
EC1A9,EC1A9
EC1M3,EC1M3
EC1M4,EC1M4
EC1M5,EC1M5
EC1M6,EC1M6
EC1M7,EC1M7
EC1N2,EC1N2
EC1N6,EC1N6
EC1N7,EC1N7
EC1N8,EC1N8
EC1P1,EC2A1
EC1R0,EC1R0
EC1R1,EC1R1
EC1R3,EC1R3
EC1R4,EC1R4
EC1R5,EC1R5
EC1V0,EC1V0
EC1V1,EC1V1
EC1V2,EC1V2
EC1V3,EC1V3
EC1V4,EC1V4
EC1V7,EC1V7
EC1V8,EC1V8
EC1V9,EC1V9
EC1Y0,EC1Y0
EC1Y1,EC1Y1
EC1Y2,EC1Y2
EC1Y4,EC1Y4
EC1Y7,EC1V7
EC1Y8,EC1Y8
EC2A1,EC2A1
EC2A2,EC2A2
EC2A3,EC2A3
EC2A4,EC2A4
EC2M1,EC2M4
EC2M2,EC2M4
EC2M3,EC2M4
EC2M4,EC2M4
EC2M5,EC2M4
EC2M6,EC2M4
EC2M7,EC2M4
EC2N1,EC2M4
EC2N2,EC2M4
EC2N3,EC2M4
EC2N4,EC2M4
EC2P2,EC2A1
EC2R5,EC2M4
EC2R6,EC2M4
EC2R7,EC2M4
EC2R8,EC2M4
EC2V5,EC2M4
EC2V6,EC4M9
EC2V7,EC2V7
EC2V8,EC4M9
EC2Y5,EC2V7
EC2Y8,EC2Y8
EC2Y9,EC2Y9
EC3A1,EC3R8
EC3A2,EC3R8
EC3A3,EC3R8
EC3A4,EC3R8
EC3A5,EC3R8
EC3A6,EC2M4
EC3A7,EC3R8
EC3A8,EC2M4
EC3B0,EC2M4
EC3M1,EC3R8
EC3M2,EC3R8
EC3M3,EC2M4
EC3M4,EC3R8
EC3M5,EC3R8
EC3M6,EC2M4
EC3M7,EC2M4
EC3M8,EC3R8
EC3N1,EC3N1
EC3N2,EC3R8
EC3N3,EC3R8
EC3N4,EC3N4
EC3P3,EC2A1
EC3R5,EC3R8
EC3R6,EC3R8
EC3R7,EC3R8
EC3R8,EC3R8
EC3V0,EC2M4
EC3V1,EC2M4
EC3V3,EC2M4
EC3V4,EC3R8
EC3V9,EC2M4
EC4A1,EC4M7
EC4A2,EC4A2
EC4A3,EC4M7
EC4A4,EC4Y7
EC4M4,EC4M7
EC4M5,EC4M9
EC4M6,EC4M9
EC4M7,EC4M7
EC4M8,EC4V5
EC4M9,EC4M9
EC4N1,EC4M9
EC4N4,EC4M9
EC4N5,EC2M4
EC4N6,EC2M4
EC4N7,EC2M4
EC4N8,EC2M4
EC4P4,EC2A1
EC4R0,EC2M4
EC4R1,EC4M9
EC4R2,EC4M9
EC4R3,EC2M4
EC4R9,EC2M4
EC4V2,EC4M9
EC4V3,EC4M9
EC4V4,EC4M9
EC4V5,EC4V5
EC4V6,EC4Y7
EC4Y0,EC4Y7
EC4Y1,EC4Y7
EC4Y7,EC4Y7
EC4Y8,EC4Y7
EC4Y9,EC4A2
EC500,EC2A1
EC501,EC2A1
EC503,EC2A1
EC504,EC2A1
EC505,EC2A1
EC506,EC2A1
EC509,EC2A1
EC881,N1  6
EC882,E1W 2
EC883,E1W 2
EC884,E1W 2
EC885,E1W 2
EC886,E1W 2
EC887,E1W 2
EC888,E1W 2
EC889,E1W 2
EH1,EH1 3
EH1 1,EH1 1
EH1 2,EH1 2
EH1 3,EH1 3
EH101,EH111
EH104,EH104
EH105,EH105
EH106,EH106
EH107,EH107
EH109,EH104
EH111,EH111
EH112,EH112
EH113,EH113
EH114,EH114
EH120,EH120
EH121,EH129
EH125,EH125
EH126,EH126
EH127,EH127
EH128,EH128
EH129,EH129
EH130,EH130
EH139,EH139
EH141,EH141
EH142,EH142
EH143,EH143
EH144,EH144
EH145,EH145
EH146,EH146
EH147,EH147
EH149,EH141
EH151,EH151
EH152,EH152
EH153,EH153
EH159,EH152
EH164,EH164
EH165,EH165
EH166,EH166
EH169,EH165
EH177,EH177
EH178,EH178
EH181,EH181
EH192,EH192
EH193,EH193
EH199,EH200
EH2,EH2 4
EH2 1,EH2 1
EH2 2,EH2 2
EH2 3,EH2 3
EH2 4,EH2 4
EH200,EH200
EH209,EH209
EH216,EH216
EH217,EH217
EH218,EH218
EH219,EH217
EH221,EH221
EH222,EH222
EH223,EH223
EH224,EH224
EH225,EH225
EH229,EH221
EH234,EH234
EH249,EH249
EH259,EH259
EH260,EH260
EH266,EH268
EH268,EH268
EH269,EH269
EH278,EH278
EH288,EH288
EH289,EH482
EH299,EH299
EH3,EH7 5
EH3 5,EH3 5
EH3 6,EH3 6
EH3 7,EH3 7
EH3 8,EH3 8
EH3 9,EH3 9
EH309,EH309
EH312,EH312
EH320,EH320
EH322,EH329
EH329,EH329
EH331,EH331
EH332,EH332
EH339,EH331
EH345,EH345
EH355,EH355
EH365,EH365
EH375,EH375
EH385,EH385
EH394,EH394
EH395,EH395
EH399,EH394
EH4,EH4 1
EH4 1,EH4 1
EH4 2,EH4 2
EH4 3,EH4 3
EH4 4,EH4 4
EH4 5,EH4 5
EH4 6,EH4 6
EH4 7,EH4 7
EH4 8,EH4 8
EH403,EH403
EH413,EH413
EH414,EH414
EH419,EH413
EH421,EH421
EH429,EH421
EH436,EH436
EH446,EH446
EH456,EH458
EH458,EH458
EH459,EH459
EH467,EH467
EH470,EH470
EH477,EH477
EH478,EH478
EH479,EH479
EH481,EH481
EH482,EH482
EH483,EH483
EH484,EH484
EH489,EH482
EH496,EH496
EH497,EH497
EH499,EH497
EH5,EH7 5
EH5 1,EH5 1
EH5 2,EH5 2
EH5 3,EH5 3
EH510,EH510
EH511,EH519
EH519,EH519
EH525,EH525
EH526,EH526
EH529,EH482
EH530,EH530
EH540,EH546
EH545,EH545
EH546,EH546
EH547,EH547
EH548,EH548
EH549,EH549
EH558,EH558
EH6,EH6 5
EH6 4,EH6 4
EH6 5,EH6 5
EH6 6,EH6 6
EH6 7,EH6 7
EH6 8,EH6 8
EH7,EH7 5
EH7 4,EH7 4
EH7 5,EH7 5
EH7 6,EH7 6
EH8,EH7 5
EH8 7,EH8 7
EH8 8,EH8 8
EH8 9,EH8 9
EH9,EH9 2
EH9 1,EH9 1
EH9 2,EH9 2
EH9 3,EH9 3
EH915,EH2 4
EH991,EH7 5
EN1,EN1 1
EN1 1,EN1 1
EN1 2,EN1 2
EN1 3,EN1 3
EN1 4,EN1 4
EN106,EN106
EN107,EN107
EN110,EN110
EN111,EN118
EN118,EN118
EN119,EN119
EN2,EN1 1
EN2 0,EN2 0
EN2 6,EN2 6
EN2 7,EN2 7
EN2 8,EN2 8
EN2 9,EN2 9
EN3,EN1 1
EN3 4,EN3 4
EN3 5,EN3 5
EN3 6,EN3 6
EN3 7,EN3 7
EN4,EN5 1
EN4 0,EN4 0
EN4 8,EN4 8
EN4 9,EN4 9
EN5,EN5 1
EN5 1,EN5 1
EN5 2,EN5 2
EN5 3,EN5 3
EN5 4,EN5 4
EN5 5,EN5 5
EN6,EN6 1
EN6 1,EN6 1
EN6 2,EN6 2
EN6 3,EN6 3
EN6 4,EN6 4
EN6 5,EN6 5
EN7,EN8 7
EN7 5,EN7 5
EN7 6,EN7 6
EN8,EN8 7
EN8 0,EN8 0
EN8 7,EN8 7
EN8 8,EN8 8
EN8 9,EN8 9
EN9,EN8 7
EN9 1,EN9 1
EN9 2,EN9 2
EN9 3,EN9 3
EX1,EX1 2
EX1 1,EX1 1
EX1 2,EX1 2
EX1 3,EX1 3
EX1 4,EX1 4
EX100,EX100
EX101,EX108
EX108,EX108
EX109,EX109
EX111,EX111
EX122,EX122
EX123,EX123
EX124,EX124
EX129,EX122
EX135,EX135
EX136,EX246
EX137,EX137
EX138,EX138
EX139,EX135
EX140,EX143
EX141,EX141
EX142,EX142
EX143,EX143
EX144,EX144
EX148,EX141
EX149,EX149
EX151,EX151
EX152,EX152
EX153,EX153
EX159,EX151
EX160,EX166
EX164,EX164
EX165,EX165
EX166,EX166
EX167,EX167
EX168,EX168
EX169,EX169
EX171,EX171
EX172,EX172
EX173,EX173
EX174,EX174
EX175,EX175
EX176,EX176
EX179,EX171
EX187,EX187
EX198,EX198
EX2,EX1 2
EX2 0,EX2 0
EX2 4,EX2 4
EX2 5,EX2 5
EX2 6,EX2 6
EX2 7,EX2 7
EX2 8,EX2 8
EX2 9,EX2 9
EX201,EX201
EX202,EX202
EX203,EX203
EX204,EX204
EX209,EX201
EX215,EX215
EX226,EX226
EX227,EX227
EX229,EX226
EX230,EX230
EX233,EX238
EX238,EX238
EX239,EX239
EX246,EX246
EX3,EX2 7
EX3 0,EX3 0
EX311,EX311
EX312,EX312
EX313,EX313
EX314,EX314
EX320,EX320
EX322,EX327
EX327,EX327
EX328,EX328
EX329,EX329
EX331,EX331
EX332,EX332
EX340,EX340
EX344,EX349
EX347,EX347
EX348,EX348
EX349,EX349
EX356,EX356
EX363,EX363
EX364,EX364
EX369,EX363
EX379,EX379
EX387,EX387
EX388,EX388
EX389,EX388
EX391,EX391
EX392,EX392
EX393,EX393
EX394,EX394
EX395,EX395
EX396,EX396
EX399,EX392
EX4,EX1 1
EX4 0,EX4 0
EX4 1,EX4 1
EX4 2,EX4 2
EX4 3,EX4 3
EX4 4,EX4 4
EX4 5,EX4 5
EX4 6,EX4 6
EX4 7,EX4 7
EX4 8,EX4 8
EX4 9,EX4 9
EX5,EX5 2
EX5 1,EX5 1
EX5 2,EX5 2
EX5 3,EX5 3
EX5 4,EX5 4
EX5 5,EX5 5
EX5 7,EX5 7
EX6,EX6 8
EX6 6,EX6 6
EX6 7,EX6 7
EX6 8,EX6 8
EX7,EX7 9
EX7 0,EX7 0
EX7 9,EX7 9
EX8,EX8 1
EX8 1,EX8 1
EX8 2,EX8 2
EX8 3,EX8 3
EX8 4,EX8 4
EX8 5,EX8 5
EX9,EX9 6
EX9 6,EX9 6
EX9 7,EX9 7
FK1,FK1 1
FK1 1,FK1 1
FK1 2,FK1 2
FK1 3,FK1 3
FK1 4,FK1 4
FK1 5,FK1 5
FK101,FK101
FK102,FK102
FK103,FK103
FK104,FK104
FK109,FK101
FK117,FK117
FK125,FK125
FK136,FK136
FK147,FK147
FK150,FK150
FK155,FK159
FK159,FK159
FK166,FK166
FK178,FK178
FK188,FK188
FK198,FK198
FK2,FK1 1
FK2 0,FK2 0
FK2 7,FK2 7
FK2 8,FK2 8
FK2 9,FK2 9
FK208,FK208
FK218,FK218
FK3,FK3 8
FK3 0,FK3 0
FK3 8,FK3 8
FK3 9,FK3 9
FK4,FK4 1
FK4 1,FK4 1
FK4 2,FK4 2
FK5,FK1 1
FK5 3,FK5 3
FK5 4,FK5 4
FK6,FK6 6
FK6 5,FK6 5
FK6 6,FK6 6
FK7,FK7 7
FK7 0,FK7 0
FK7 7,FK7 7
FK7 8,FK7 8
FK7 9,FK7 9
FK8,FK8 1
FK8 1,FK8 1
FK8 2,FK8 2
FK8 3,FK8 3
FK9,FK7 7
FK9 4,FK9 4
FK9 5,FK9 5
FY0,FY8 3
FY1,FY1 1
FY1 1,FY1 1
FY1 2,FY1 2
FY1 3,FY1 3
FY1 4,FY1 4
FY1 5,FY1 5
FY1 6,FY1 6
FY2,FY2 0
FY2 0,FY2 0
FY2 9,FY2 9
FY3,FY1 1
FY3 0,FY3 0
FY3 7,FY3 7
FY3 8,FY3 8
FY3 9,FY3 9
FY4,FY1 6
FY4 1,FY4 1
FY4 2,FY4 2
FY4 3,FY4 3
FY4 4,FY4 4
FY4 5,FY4 5
FY5,FY5 1
FY5 1,FY5 1
FY5 2,FY5 2
FY5 3,FY5 3
FY5 4,FY5 4
FY5 5,FY5 5
FY6,FY6 8
FY6 0,FY6 0
FY6 7,FY6 7
FY6 8,FY6 8
FY6 9,FY6 9
FY7,FY7 6
FY7 6,FY7 6
FY7 7,FY7 7
FY7 8,FY7 8
FY8,FY8 1
FY8 1,FY8 1
FY8 2,FY8 2
FY8 3,FY8 3
FY8 4,FY8 4
FY8 5,FY8 5
G1,G1  1
G1  1,G1  1
G1  2,G1  2
G1  3,G1  3
G1  4,G1  4
G1  5,G1  5
G11,G11 7
G11 5,G11 5
G11 6,G11 6
G11 7,G11 7
G12,G11 7
G12 0,G12 0
G12 8,G12 8
G12 9,G12 9
G13,G13 3
G13 1,G13 1
G13 2,G13 2
G13 3,G13 3
G13 4,G13 4
G14,G14 0
G14 0,G14 0
G14 9,G14 9
G15,G15 7
G15 6,G15 6
G15 7,G15 7
G15 8,G15 8
G2,G2  5
G2  1,G2  1
G2  2,G2  2
G2  3,G2  3
G2  4,G2  4
G2  5,G2  5
G2  6,G2  6
G2  7,G2  7
G2  8,G2  8
G20,G20 9
G20 0,G20 0
G20 6,G20 6
G20 7,G20 7
G20 8,G20 8
G20 9,G20 9
G21,G21 2
G21 1,G21 1
G21 2,G21 2
G21 3,G21 3
G21 4,G21 4
G22,G22 6
G22 5,G22 5
G22 6,G22 6
G22 7,G22 7
G23,G23 5
G23 5,G23 5
G3,G4  0
G3  6,G3  6
G3  7,G3  7
G3  8,G3  8
G31,G31 1
G31 1,G31 1
G31 2,G31 2
G31 3,G31 3
G31 4,G31 4
G31 5,G31 5
G32,G32 7
G32 0,G32 0
G32 6,G32 6
G32 7,G32 7
G32 8,G32 8
G32 9,G32 9
G33,G33 4
G33 1,G33 1
G33 2,G33 2
G33 3,G33 3
G33 4,G33 4
G33 5,G33 5
G33 6,G33 6
G34,G34 9
G34 0,G34 0
G34 9,G34 9
G4,G4  0
G4  0,G4  0
G4  9,G4  9
G40,G40 2
G40 1,G40 1
G40 2,G40 2
G40 3,G40 3
G40 4,G40 4
G41,G41 1
G41 1,G41 1
G41 2,G41 2
G41 3,G41 3
G41 4,G41 4
G41 5,G41 5
G42,G42 7
G42 0,G42 0
G42 7,G42 7
G42 8,G42 8
G42 9,G42 9
G43,G43 1
G43 1,G43 1
G43 2,G43 2
G44,G44 3
G44 3,G44 3
G44 4,G44 4
G44 5,G44 5
G45,G45 9
G45 0,G45 0
G45 9,G45 9
G46,G46 7
G46 6,G46 6
G46 7,G46 7
G46 8,G46 8
G5,G5  0
G5  0,G5  0
G5  8,G5  8
G5  9,G5  9
G51,G51 2
G51 1,G51 1
G51 2,G51 2
G51 3,G51 3
G51 4,G51 4
G52,G52 4
G52 1,G52 1
G52 2,G52 2
G52 3,G52 3
G52 4,G52 4
G53,G53 6
G53 5,G53 5
G53 6,G53 6
G53 7,G53 7
G58,G21 4
G60,G81 1
G60 5,G60 5
G61,G61 2
G61 1,G61 1
G61 2,G61 2
G61 3,G61 3
G61 4,G61 4
G62,G62 6
G62 6,G62 6
G62 7,G62 7
G62 8,G62 8
G63,G63 9
G63 0,G63 0
G63 9,G63 9
G64,G64 2
G64 1,G64 1
G64 2,G64 2
G64 3,G64 3
G64 4,G64 4
G65,G66 7
G65 0,G65 0
G65 9,G65 9
G66,G66 1
G66 1,G66 1
G66 2,G66 2
G66 3,G66 3
G66 4,G66 4
G66 5,G66 5
G66 7,G66 7
G66 8,G66 8
G67,G67 1
G67 1,G67 1
G67 2,G67 2
G67 3,G67 3
G67 4,G67 4
G68,G67 1
G68 0,G68 0
G68 9,G68 9
G69,G69 6
G69 0,G69 0
G69 6,G69 6
G69 7,G69 7
G69 8,G69 8
G69 9,G69 9
G70,G67 1
G71,G71 7
G71 5,G71 5
G71 6,G71 6
G71 7,G71 7
G71 8,G71 8
G72,G72 0
G72 0,G72 0
G72 6,G72 6
G72 7,G72 7
G72 8,G72 8
G72 9,G72 9
G73,G73 1
G73 1,G73 1
G73 2,G73 2
G73 3,G73 3
G73 4,G73 4
G73 5,G73 5
G74,G74 1
G74 1,G74 1
G74 2,G74 2
G74 3,G74 3
G74 4,G74 4
G74 5,G74 5
G75,G75 0
G75 0,G75 0
G75 7,G75 7
G75 8,G75 8
G75 9,G75 9
G76,G76 7
G76 0,G76 0
G76 7,G76 7
G76 8,G76 8
G76 9,G76 9
G77,G77 6
G77 5,G77 5
G77 6,G77 6
G78,G78 1
G78 1,G78 1
G78 2,G78 2
G78 3,G78 3
G78 4,G78 4
G80,G4  0
G81,G81 1
G81 1,G81 1
G81 2,G81 2
G81 3,G81 3
G81 4,G81 4
G81 5,G81 5
G81 6,G81 6
G82,G82 1
G82 1,G82 1
G82 2,G82 2
G82 3,G82 3
G82 4,G82 4
G82 5,G82 5
G83,G83 0
G83 0,G83 0
G83 7,G83 7
G83 8,G83 8
G83 9,G83 9
G84,G84 8
G84 0,G84 0
G84 7,G84 7
G84 8,G84 8
G84 9,G84 9
G9,G4  0
G90,G4  0
GL1,GL1 2
GL1 1,GL1 1
GL1 2,GL1 2
GL1 3,GL1 3
GL1 4,GL1 4
GL1 5,GL1 5
GL102,GL102
GL103,GL103
GL114,GL114
GL115,GL115
GL116,GL116
GL119,GL115
GL127,GL127
GL128,GL128
GL129,GL115
GL139,GL139
GL141,GL141
GL142,GL142
GL143,GL143
GL149,GL142
GL154,GL154
GL155,GL155
GL156,GL156
GL159,GL155
GL167,GL167
GL168,GL168
GL169,GL168
GL170,GL170
GL171,GL142
GL179,GL179
GL181,GL181
GL182,GL182
GL193,GL193
GL194,GL194
GL2,GL2 4
GL2 0,GL2 0
GL2 2,GL2 2
GL2 3,GL2 3
GL2 4,GL2 4
GL2 5,GL2 5
GL2 7,GL2 7
GL2 8,GL2 8
GL2 9,GL2 9
GL205,GL205
GL206,GL206
GL207,GL207
GL208,GL208
GL209,GL208
GL3,GL3 4
GL3 1,GL3 1
GL3 2,GL3 2
GL3 3,GL3 3
GL3 4,GL3 4
GL3 5,GL3 5
GL4,GL4 6
GL4 0,GL4 0
GL4 3,GL4 3
GL4 4,GL4 4
GL4 5,GL4 5
GL4 6,GL4 6
GL4 8,GL4 8
GL5,GL6 6
GL5 1,GL5 1
GL5 2,GL5 2
GL5 3,GL5 3
GL5 4,GL5 4
GL5 5,GL5 5
GL501,GL501
GL502,GL502
GL503,GL503
GL504,GL504
GL509,GL504
GL510,GL510
GL513,GL513
GL514,GL514
GL515,GL513
GL516,GL516
GL517,GL517
GL518,GL518
GL519,GL519
GL522,GL522
GL523,GL523
GL524,GL528
GL525,GL525
GL526,GL526
GL527,GL527
GL528,GL528
GL529,GL529
GL530,GL530
GL537,GL537
GL538,GL538
GL539,GL539
GL541,GL541
GL542,GL542
GL543,GL543
GL544,GL544
GL545,GL545
GL556,GL556
GL559,GL556
GL560,GL560
GL569,GL569
GL6,GL6 6
GL6 0,GL6 0
GL6 6,GL6 6
GL6 7,GL6 7
GL6 8,GL6 8
GL6 9,GL6 9
GL7,GL7 1
GL7 1,GL7 1
GL7 2,GL7 2
GL7 3,GL7 3
GL7 4,GL7 4
GL7 5,GL7 5
GL7 6,GL7 6
GL7 7,GL7 7
GL8,GL8 8
GL8 8,GL8 8
GL9,GL8 8
GL9 1,GL9 1
GU1,GU1 4
GU1 1,GU1 1
GU1 2,GU1 2
GU1 3,GU1 3
GU1 4,GU1 4
GU101,GU101
GU102,GU102
GU103,GU103
GU104,GU104
GU105,GU105
GU111,GU111
GU112,GU112
GU113,GU113
GU114,GU114
GU119,GU111
GU124,GU124
GU125,GU125
GU126,GU126
GU130,GU526
GU138,GU514
GU139,GU513
GU140,GU140
GU144,GU146
GU146,GU146
GU147,GU147
GU148,GU148
GU149,GU149
GU151,GU151
GU152,GU152
GU153,GU153
GU154,GU154
GU159,GU153
GU165,GU168
GU166,GU166
GU167,GU167
GU168,GU168
GU169,GU169
GU170,GU170
GU173,GU470
GU177,GU466
GU178,GU478
GU179,GU179
GU185,GU185
GU195,GU195
GU2,GU2 7
GU2 4,GU2 4
GU2 7,GU2 7
GU2 8,GU2 8
GU2 9,GU2 9
GU205,GU205
GU206,GU206
GU211,GU216
GU212,GU212
GU213,GU213
GU214,GU214
GU215,GU215
GU216,GU216
GU217,GU217
GU218,GU218
GU219,GU212
GU220,GU220
GU222,GU205
GU227,GU227
GU228,GU228
GU229,GU229
GU236,GU236
GU237,GU237
GU240,GU240
GU248,GU248
GU249,GU249
GU254,GU254
GU259,GU254
GU266,GU266
GU271,GU271
GU272,GU272
GU273,GU273
GU279,GU271
GU280,GU280
GU288,GU280
GU289,GU289
GU290,GU290
GU291,GU299
GU299,GU299
GU3,GU1 4
GU3 1,GU3 1
GU3 2,GU3 2
GU3 3,GU3 3
GU307,GU307
GU309,GU307
GU314,GU314
GU315,GU315
GU321,GU321
GU322,GU322
GU323,GU323
GU329,GU339
GU336,GU336
GU337,GU337
GU339,GU339
GU341,GU341
GU342,GU342
GU343,GU343
GU344,GU344
GU345,GU345
GU349,GU341
GU350,GU350
GU352,GU358
GU355,GU350
GU358,GU358
GU359,GU359
GU4,GU1 4
GU4 7,GU4 7
GU4 8,GU4 8
GU466,GU466
GU467,GU467
GU470,GU470
GU477,GU478
GU478,GU478
GU479,GU479
GU5,GU1 4
GU5 0,GU5 0
